Product Card Id,Product Name,Total_Demand,Demand_Share,Cumulative_Demand_Share,ABC_Class,Safety_Stock_Days,Target_Coverage_Days,Average_Weekly_Demand,Average_Daily_Demand,Buffer_Factor,Initial_Inventory
365,Perfect Fitness Perfect Rip Deck,73698,0.19188239919391584,0.19188239919391584,A,21,45,508.26206896551724,72.6088669950739,2.0,6535
502,Nike Men's Dri-FIT Victory Golf Polo,62956,0.1639141947359788,0.3557965939298946,A,21,45,434.17931034482757,62.025615763546796,2.0,5582
1014,O'Brien Men's Neoprene Life Vest,57803,0.1504976840702043,0.506294278000099,A,21,45,398.6413793103448,56.9487684729064,2.0,5125
191,Nike Men's Free 5.0+ Running Shoe,36680,0.09550118595393135,0.6017954639540303,A,21,45,252.9655172413793,36.137931034482754,2.0,3252
627,Under Armour Girls' Toddler Spine Surge Runni,31735,0.08262623054111264,0.6844216944951429,A,21,45,218.86206896551724,31.266009852216747,2.0,2814
403,Nike Men's CJ Elite 2 TD Football Cleat,22246,0.05792037575602936,0.7423420702511723,B,14,30,153.42068965517242,21.917241379310347,3.0,1973
1004,Field & Stream Sportsman 16 Gun Fire Safe,17325,0.04510790748778246,0.7874499777389548,B,14,30,119.48275862068965,17.068965517241377,3.0,1536
1073,Pelican Sunstream 100 Kayak,15500,0.04035628086930033,0.8278062586082551,B,14,30,106.89655172413794,15.270935960591133,3.0,1374
957,Diamondback Women's Serene Classic Comfort Bi,13729,0.03574525032610479,0.8635515089343598,B,14,30,94.68275862068965,13.526108374384236,3.0,1217
977,ENO Atlas Hammock Straps,998,0.002598423761778176,0.866149932696138,B,14,30,8.24793388429752,1.17827626918536,3.0,106
116,Nike Men's Comfort 2 Slide,991,0.002580198344611395,0.8687301310407495,B,14,30,8.258333333333333,1.1797619047619048,3.0,106
565,adidas Youth Germany Black/Red Away Match Soc,969,0.002522918462087227,0.8712530495028367,B,14,30,8.008264462809917,1.1440377804014168,3.0,103
885,Team Golf St. Louis Cardinals Putter Grip,958,0.002494278520825143,0.8737473280236618,B,14,30,8.050420168067227,1.1500600240096037,3.0,104
728,LIJA Women's Eyelet Sleeveless Golf Polo,946,0.0024630349485392326,0.8762103629722011,B,14,30,7.883333333333334,1.1261904761904762,3.0,101
804,Glove It Women's Imperial Golf Glove,941,0.0024500167934201037,0.8786603797656212,B,14,30,7.776859504132231,1.1109799291617473,3.0,100
44,adidas Men's F10 Messi TRX FG Soccer Cleat,939,0.002444809531372452,0.8811051892969937,B,14,30,7.825,1.1178571428571429,3.0,101
926,Glove It Imperial Golf Towel,930,0.0024213768521580198,0.8835265661491517,B,14,30,7.68595041322314,1.0979929161747344,3.0,99
917,Glove It Women's Mod Oval 3-Zip Carry All Gol,930,0.0024213768521580198,0.8859479430013097,B,14,30,7.68595041322314,1.0979929161747344,3.0,99
642,Columbia Men's PFG Anchor Tough T-Shirt,928,0.002416169590110368,0.8883641125914201,B,14,30,7.669421487603306,1.0956316410861866,3.0,99
835,Bridgestone e6 Straight Distance NFL Carolina,928,0.002416169590110368,0.8907802821815305,B,14,30,7.669421487603306,1.0956316410861866,3.0,99
276,Under Armour Women's Ignite Slide,919,0.0023927369108959354,0.8931730190924264,B,14,30,7.595041322314049,1.0850059031877213,3.0,98
906,Team Golf Tennessee Volunteers Putter Grip,915,0.002382322386800632,0.895555341479227,B,14,30,7.625,1.0892857142857142,3.0,98
823,Titleist Pro V1x High Numbers Personalized Go,908,0.0023640969696338515,0.8979194384488608,B,14,30,7.5041322314049586,1.0720188902007084,3.0,96
564,Nike Men's Deutschland Weltmeister Winners Bl,907,0.0023614933386100255,0.9002809317874708,C,7,21,7.4958677685950414,1.0708382526564344,5.0,112
172,Nike Women's Tempo Shorts,907,0.0023614933386100255,0.9026424251260808,C,7,21,7.4958677685950414,1.0708382526564344,5.0,112
828,Bridgestone e6 Straight Distance NFL San Dieg,906,0.0023588897075861996,0.9050013148336671,C,7,21,7.487603305785124,1.0696576151121606,5.0,112
905,Team Golf Texas Longhorns Putter Grip,895,0.0023302497663241157,0.9073315645999912,C,7,21,7.396694214876033,1.0566706021251475,5.0,111
797,Hirzl Women's Soffft Flex Golf Glove,889,0.0023146279801811607,0.9096461925801723,C,7,21,7.347107438016529,1.0495867768595042,5.0,110
775,Clicgear 8.0 Shoe Brush,888,0.0023120243491573348,0.9119582169293297,C,7,21,7.338842975206612,1.0484061393152302,5.0,110
793,Hirzl Women's Hybrid Golf Glove,888,0.0023120243491573348,0.914270241278487,C,7,21,7.4,1.0571428571428572,5.0,111
703,Top Flite Women's 2014 XL Hybrid,887,0.002309420718133509,0.9165796619966206,C,7,21,7.391666666666667,1.055952380952381,5.0,111
893,Team Golf Pittsburgh Steelers Putter Grip,887,0.002309420718133509,0.9188890827147541,C,7,21,7.391666666666667,1.055952380952381,5.0,111
924,Glove It Urban Brick Golf Towel,885,0.0023042134560858573,0.92119329617084,C,7,21,7.31404958677686,1.0448642266824086,5.0,110
135,Nike Dri-FIT Crew Sock 6 Pack,883,0.0022990061940382058,0.9234923023648782,C,7,21,7.297520661157025,1.0425029515938606,5.0,109
572,TYR Boys' Team Digi Jammer,880,0.0022911953009667283,0.925783497665845,C,7,21,7.2727272727272725,1.0389610389610389,5.0,109
886,Team Golf San Francisco Giants Putter Grip,871,0.002267762621752296,0.9280512602875973,C,7,21,7.198347107438017,1.0283353010625738,5.0,108
771,Clicgear Rovic Cooler Bag,867,0.0022573480976569925,0.9303086083852543,C,7,21,7.1652892561983474,1.0236127508854782,5.0,107
792,Hirzl Men's Hybrid Golf Glove,864,0.002249537204585515,0.9325581455898398,C,7,21,7.140495867768595,1.0200708382526564,5.0,107
818,Titleist Pro V1x Golf Balls,863,0.002246933573561689,0.9348050791634015,C,7,21,7.132231404958677,1.0188902007083824,5.0,107
567,adidas Men's Germany Black Crest Away Tee,859,0.002236519049466386,0.9370415982128679,C,7,21,7.218487394957983,1.0312124849939976,5.0,108
821,Titleist Pro V1 High Numbers Personalized Gol,851,0.002215690001275779,0.9392572882141437,C,7,21,7.033057851239669,1.0047225501770956,5.0,105
282,Under Armour Women's Ignite PIP VI Slide,848,0.0022078791082043017,0.941465167322348,C,7,21,7.066666666666666,1.0095238095238095,5.0,106
249,Under Armour Women's Micro G Skulpt Running S,847,0.0022052754771804757,0.9436704427995285,C,7,21,7.058333333333334,1.0083333333333333,5.0,106
235,Under Armour Hustle Storm Medium Duffle Bag,846,0.00220267184615665,0.9458731146456851,C,7,21,6.991735537190083,0.9988193624557261,5.0,105
778,Bag Boy Beverage Holder,845,0.0022000682151328242,0.948073182860818,C,7,21,6.983471074380165,0.9976387249114521,5.0,105
1362,Fighting video games,838,0.0021818427979660433,0.9502550256587841,C,7,21,93.11111111111111,13.301587301587302,5.0,1397
93,Under Armour Men's Tech II T-Shirt,835,0.002174031904894566,0.9524290575636786,C,7,21,6.900826446280992,0.9858323494687131,5.0,104
897,Team Golf New England Patriots Putter Grip,823,0.002142788332608656,0.9545718458962872,C,7,21,6.801652892561983,0.9716646989374261,5.0,102
278,Under Armour Men's Compression EV SL Slide,813,0.0021167520223703976,0.9566885979186576,C,7,21,6.7190082644628095,0.959858323494687,5.0,101
825,Bridgestone e6 Straight Distance NFL Tennesse,805,0.002095922974179791,0.9587845208928374,C,7,21,6.764705882352941,0.9663865546218487,5.0,101
810,Glove It Women's Mod Oval Golf Glove,802,0.0020881120811083137,0.9608726329739457,C,7,21,6.628099173553719,0.9468713105076741,5.0,99
134,Nike Women's Legend V-Neck T-Shirt,801,0.0020855084500844877,0.9629581414240301,C,7,21,6.619834710743802,0.9456906729634003,5.0,99
822,Titleist Pro V1x High Numbers Golf Balls,800,0.002082904819060662,0.9650410462430908,C,7,21,6.6115702479338845,0.9445100354191264,5.0,99
273,Under Armour Kids' Mercenary Slide,795,0.0020698866639415328,0.9671109329070323,C,7,21,6.625,0.9464285714285714,5.0,99
37,adidas Kids' F5 Messi FG Soccer Cleat,781,0.0020334358296079714,0.9691443687366403,C,7,21,6.454545454545454,0.922077922077922,5.0,97
1350,Children's heaters,652,0.0016975674275344396,0.9708419361641748,C,7,21,65.2,9.314285714285715,5.0,978
1363,Summer dresses,650,0.0016923601654867879,0.9725342963296616,C,7,21,81.25,11.607142857142858,5.0,1219
1349,Web Camera,592,0.00154134956610489,0.9740756458957665,C,7,21,53.81818181818182,7.688311688311688,5.0,807
1361,Toys ,529,0.0013773208116038627,0.9754529667073704,C,7,21,58.77777777777778,8.396825396825397,5.0,882
1359,Adult dog supplies,492,0.001280986463722307,0.9767339531710927,C,7,21,70.28571428571429,10.040816326530614,5.0,1054
1353,Porcelain crafts,484,0.0012601574155317004,0.9779941105866243,C,7,21,53.77777777777778,7.682539682539683,5.0,807
1355,Lawn mower,484,0.0012601574155317004,0.979254268002156,C,7,21,60.5,8.642857142857142,5.0,908
1354,DVDs ,483,0.0012575537845078747,0.9805118217866639,C,7,21,53.666666666666664,7.666666666666666,5.0,805
1351,Dell Laptop,442,0.0011508049125310157,0.9816626266991949,C,7,21,49.111111111111114,7.015873015873017,5.0,737
1358,Rock music,434,0.0011299758643404092,0.9827926025635353,C,7,21,62.0,8.857142857142858,5.0,930
1352,Industrial consumer electronics,431,0.0011221649712689317,0.9839147675348042,C,7,21,47.888888888888886,6.841269841269841,5.0,718
1346,Sports Books ,405,0.00105447056464946,0.9849692380994537,C,7,21,36.81818181818182,5.25974025974026,5.0,552
1356,First aid kit,362,0.0009425144306249495,0.9859117525300787,C,7,21,45.25,6.464285714285714,5.0,679
1360,Smart watch ,357,0.0009294962755058204,0.9868412488055845,C,7,21,35.7,5.1000000000000005,5.0,536
1348,CDs of rock,271,0.0007055840074567993,0.9875468328130413,C,7,21,22.583333333333332,3.226190476190476,5.0,339
24,Elevation Training Mask 2.0,231,0.0006014387665037662,0.9881482715795451,C,7,21,11.0,1.5714285714285714,5.0,165
724,LIJA Women's Mid-Length Panel Golf Shorts,227,0.0005910242424084629,0.9887392958219535,C,7,21,10.80952380952381,1.54421768707483,5.0,162
251,Brooks Women's Ghost 6 Running Shoe,212,0.0005519697770510754,0.9892912655990046,C,7,21,10.6,1.5142857142857142,5.0,159
777,Bag Boy M330 Push Cart,208,0.0005415552529557721,0.9898328208519603,C,7,21,9.904761904761905,1.4149659863945578,5.0,149
1357,Men's gala suit,208,0.0005415552529557721,0.9903743761049161,C,7,21,29.714285714285715,4.244897959183674,5.0,446
1347,Baby sweater,207,0.0005389516219319463,0.990913327726848,C,7,21,17.25,2.4642857142857144,5.0,259
646,Merrell Women's Grassbow Sport Hiking Shoe,207,0.0005389516219319463,0.99145227934878,C,7,21,9.409090909090908,1.344155844155844,5.0,141
359,Nike Men's Free TR 5.0 TB Training Shoe,206,0.0005363479909081205,0.9919886273396881,C,7,21,10.3,1.4714285714285715,5.0,154
258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,206,0.0005363479909081205,0.9925249753305961,C,7,21,10.3,1.4714285714285715,5.0,154
306,Polar FT4 Heart Rate Monitor,196,0.0005103116806698622,0.993035287011266,C,7,21,9.333333333333334,1.3333333333333335,5.0,140
730,LIJA Women's Argyle Golf Polo,195,0.0005077080496460364,0.993542995060912,C,7,21,9.75,1.3928571428571428,5.0,146
677,TaylorMade White Smoke IN-12 Putter,193,0.0005025007875983847,0.9940454958485104,C,7,21,9.65,1.3785714285714286,5.0,145
295,Fitbit The One Wireless Activity & Sleep Trac,187,0.00048687900145542976,0.9945323748499658,C,7,21,9.35,1.3357142857142856,5.0,140
78,Nike Kids' Grade School KD VI Basketball Shoe,186,0.0004842753704316039,0.9950166502203974,C,7,21,9.3,1.3285714285714287,5.0,140
981,The North Face Women's Recon Backpack,181,0.00047125721531247476,0.9954879074357099,C,7,21,8.619047619047619,1.2312925170068028,5.0,129
691,MDGolf Pittsburgh Penguins Putter,145,0.00037752649845474497,0.9958654339341647,C,7,21,7.25,1.0357142857142858,5.0,109
666,Merrell Men's All Out Flash Trail Running Sho,85,0.00022130863702519535,0.9960867425711899,C,7,21,4.0476190476190474,0.5782312925170068,5.0,61
607,Garmin Approach S3 Golf GPS Watch,77,0.00020047958883458872,0.9962872221600245,C,7,21,3.85,0.55,5.0,58
725,LIJA Women's Button Golf Dress,76,0.00019787595781076288,0.9964850981178353,C,7,21,3.619047619047619,0.5170068027210885,5.0,54
647,Merrell Women's Siren Mid Waterproof Hiking B,70,0.00018225417166780792,0.9966673522895031,C,7,21,3.5,0.5,5.0,52
705,Cleveland Golf Women's 588 RTX CB Satin Chrom,70,0.00018225417166780792,0.9968496064611709,C,7,21,3.3333333333333335,0.4761904761904762,5.0,50
715,TaylorMade Women's RBZ SL Rescue,68,0.00017704690962015628,0.9970266533707911,C,7,21,3.238095238095238,0.46258503401360546,5.0,49
305,Mio ALPHA Heart Rate Monitor/Sport Watch,67,0.00017444327859633045,0.9972010966493874,C,7,21,3.35,0.4785714285714286,5.0,50
786,TaylorMade 2014 Purelite Stand Bag,65,0.00016923601654867879,0.9973703326659361,C,7,21,3.25,0.4642857142857143,5.0,49
35,adidas Brazuca 2014 Official Match Ball,65,0.00016923601654867879,0.9975395686824848,C,7,21,3.0952380952380953,0.4421768707482993,5.0,46
671,Cleveland Golf Collegiate My Custom Wedge 588,65,0.00016923601654867879,0.9977088046990336,C,7,21,3.25,0.4642857142857143,5.0,49
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,64,0.00016663238552485295,0.9978754370845584,C,7,21,3.2,0.4571428571428572,5.0,48
19,Nike Men's Fingertrap Max Training Shoe,64,0.00016663238552485295,0.9980420694700832,C,7,21,3.2,0.4571428571428572,5.0,48
625,Nike Men's Kobe IX Elite Low Basketball Shoe,63,0.00016402875450102712,0.9982060982245843,C,7,21,3.0,0.42857142857142855,5.0,45
743,Ogio Race Golf Shoes,61,0.00015882149245337548,0.9983649197170377,C,7,21,3.210526315789474,0.4586466165413534,5.0,48
982,insta-bed Neverflat Air Mattress,60,0.00015621786142954965,0.9985211375784672,C,7,21,2.857142857142857,0.40816326530612246,5.0,43
858,GolfBuddy VT3 GPS Watch,59,0.00015361423040572382,0.9986747518088729,C,7,21,2.8095238095238093,0.401360544217687,5.0,42
652,Merrell Women's Grassbow Sport Waterproof Hik,58,0.000151010599381898,0.9988257624082548,C,7,21,2.761904761904762,0.3945578231292517,5.0,41
311,Polar Loop Activity Tracker,54,0.0001405960752865947,0.9989663584835414,C,7,21,2.7,0.38571428571428573,5.0,40
773,Titleist Small Wheeled Travel Cover,54,0.0001405960752865947,0.999106954558828,C,7,21,2.7,0.38571428571428573,5.0,40
1059,Pelican Maverick 100X Kayak,40,0.0001041452409530331,0.9992110997997811,C,7,21,13.333333333333334,1.9047619047619049,5.0,200
364,Total Gym 1400,36,9.373071685772979e-05,0.9993048305166388,C,7,21,12.0,1.7142857142857142,5.0,180
845,Garmin Approach S4 Golf GPS Watch,36,9.373071685772979e-05,0.9993985612334965,C,7,21,12.0,1.7142857142857142,5.0,180
303,Garmin Forerunner 910XT GPS Watch,35,9.112708583390396e-05,0.9994896883193304,C,7,21,11.666666666666666,1.6666666666666665,5.0,175
768,Titleist Club Glove Travel Cover,34,8.852345481007814e-05,0.9995782117741404,C,7,21,11.333333333333334,1.619047619047619,5.0,170
203,GoPro HERO3+ Black Edition Camera,32,8.331619276242648e-05,0.9996615279669029,C,7,21,10.666666666666666,1.5238095238095237,5.0,160
58,Diamondback Boys' Insight 24 Performance Hybr,29,7.5505299690949e-05,0.9997370332665938,C,7,21,9.666666666666666,1.380952380952381,5.0,145
61,Diamondback Girls' Clarity 24 Hybrid Bike 201,28,7.290166866712318e-05,0.9998099349352609,C,7,21,9.333333333333334,1.3333333333333335,5.0,140
127,Stiga Master Series ST3100 Competition Indoor,27,7.029803764329734e-05,0.9998802329729042,C,7,21,9.0,1.2857142857142858,5.0,135
208,SOLE E35 Elliptical,15,3.905446535738741e-05,0.9999192874382615,C,7,21,7.5,1.0714285714285714,5.0,112
860,Bushnell Pro X7 Jolt Slope Rangefinder,11,2.8639941262084102e-05,0.9999479273795236,C,7,21,5.5,0.7857142857142857,5.0,82
60,SOLE E25 Elliptical,10,2.6036310238258277e-05,0.9999739636897619,C,7,21,5.0,0.7142857142857143,5.0,75
226,Bowflex SelectTech 1090 Dumbbells,10,2.6036310238258277e-05,1.0000000000000002,C,7,21,10.0,1.4285714285714286,5.0,150
